Fur,Size,Shape,Ears,Tail,Vocal,Behavior,Legs,Eyes,Habitat,Class
0.59,-1.54,-1.9,0.6,0.68,-1.33,-0.79,-2.06,1.88,-1.37,rabbit
-0.77,-0.71,-0.06,0.16,-0.54,-0.48,-0.67,-1.76,-0.28,-0.88,dog
0.16,-0.74,-0.66,0.76,-0.69,-0.4,-1.21,-1.47,0.76,-0.21,dog
0.98,1.07,0.7,0.32,0.29,0.88,-0.73,-1.59,0.6,0.27,dog
2.0,0.19,0.94,-1.7,1.44,-1.84,0.39,0.04,-1.74,-0.86,rabbit
0.46,0.21,-0.21,-0.31,0.96,-1.23,1.36,-0.58,-0.09,-0.91,dog
1.55,-0.24,0.97,0.25,-0.81,-0.23,0.07,-0.06,0.12,0.79,dog
2.84,1.25,-0.46,-1.08,-0.69,-1.71,0.06,-0.12,-0.67,0.4,rabbit
1.45,-1.04,-0.16,1.44,0.73,0.23,-1.1,-0.13,-2.29,1.41,rabbit
1.39,-0.93,-0.99,-1.33,0.45,-0.7,0.16,0.01,-2.42,-0.09,rabbit
0.64,-0.33,1.09,-0.05,-1.04,0.86,-0.04,0.27,1.07,-1.01,dog
0.11,1.4,-1.8,-1.23,-0.16,-0.93,0.01,0.62,-0.25,0.24,cat
0.63,0.56,-1.29,2.05,0.48,-0.57,-0.25,0.02,-1.49,-0.47,cat
1.43,0.14,-0.04,-1.03,-1.2,-0.55,-0.33,-0.24,0.86,2.66,rabbit
-1.13,0.03,0.73,1.77,-1.41,1.31,-1.19,0.65,-1.59,-1.24,rabbit
-0.43,-0.47,0.68,1.76,-0.36,0.52,-0.36,0.1,1.13,0.05,dog
0.74,-0.95,1.18,-1.29,1.2,1.26,0.55,-0.33,-1.0,0.45,cat
-0.76,-1.54,0.65,0.72,-0.71,-1.13,-0.23,1.39,0.14,-0.55,cat
0.16,1.3,1.37,-0.37,-1.37,0.56,-0.44,-0.67,0.84,1.93,cat
-1.84,0.87,0.77,0.37,1.21,1.56,0.63,0.55,0.5,-0.25,cat
1.26,0.66,-1.14,0.48,0.31,1.61,1.06,-1.12,-0.78,0.99,cat
-0.7,-0.92,-0.6,-0.91,-0.02,-0.11,0.58,-1.19,-0.65,0.36,dog
0.24,1.11,0.04,-0.6,1.26,0.42,1.75,0.29,0.31,1.28,cat
-1.55,0.6,0.52,1.27,0.14,-0.48,-0.21,0.29,1.0,-1.06,dog
0.09,0.53,0.07,-0.84,0.68,0.93,-0.19,0.39,-0.15,-0.42,dog
-0.98,-0.31,-2.14,0.15,-1.18,-0.98,1.22,0.3,-0.49,0.2,cat
-0.12,0.41,-0.86,1.21,-0.14,0.47,2.6,-0.8,-1.18,-0.77,rabbit
-0.76,-0.68,1.39,-0.99,-0.15,1.55,0.54,-0.92,-0.37,-0.62,cat
0.36,0.48,0.04,0.28,-1.46,-0.61,0.67,0.51,0.9,-0.95,dog
-0.15,0.0,0.92,0.75,-0.2,0.3,0.62,0.81,0.76,1.19,dog
-0.65,-0.22,1.2,-0.99,-0.7,-0.25,0.28,0.13,-0.58,1.4,dog
1.34,0.5,-0.26,1.39,-1.48,-0.06,-0.48,1.02,-0.74,-0.25,cat
-0.86,0.47,-0.71,1.11,1.2,-0.56,-1.2,0.2,1.58,0.76,cat
0.85,-0.14,1.39,0.55,-1.64,3.96,0.65,0.11,-1.4,0.08,rabbit
-0.79,0.43,0.75,-1.04,0.14,-0.27,1.47,1.24,0.42,-1.96,cat
-1.81,1.04,2.1,-0.2,0.14,-0.59,0.79,0.66,0.59,-1.2,rabbit
-1.76,1.25,-0.82,-0.85,-0.83,1.18,0.26,-0.17,0.99,-2.42,rabbit
-0.4,2.14,0.84,0.35,0.68,0.78,0.77,-1.03,-1.05,-0.58,cat
-0.34,-0.23,-2.79,1.94,0.37,-1.04,2.05,0.59,0.43,-0.61,rabbit
-1.13,0.86,2.74,-0.35,1.09,0.92,-0.76,-2.22,2.25,-2.04,rabbit
0.77,0.64,0.23,-0.58,-0.14,1.8,1.26,-1.56,-1.42,-0.84,rabbit
0.08,0.6,-1.78,0.91,-0.37,0.76,-0.7,-1.71,1.18,1.64,rabbit
-0.4,0.84,0.53,-1.12,0.17,-1.14,0.14,1.59,-0.91,1.22,cat
-0.36,1.05,-0.52,1.91,-0.77,0.23,-0.93,0.13,-0.0,0.53,dog
-0.72,-1.32,-0.15,-1.35,1.59,1.67,-0.41,0.1,-0.46,-1.99,rabbit
0.58,-1.12,0.45,-1.13,-0.92,-0.43,-1.21,0.15,0.84,-1.25,cat
0.06,0.01,1.88,1.85,-1.2,-0.8,-1.46,-0.39,-0.13,-0.73,rabbit
1.06,1.16,0.74,0.63,-0.16,4.03,-0.27,0.55,1.02,-0.52,rabbit
1.62,0.5,1.56,0.11,-1.22,2.45,-0.55,-0.2,-0.7,-0.2,rabbit
1.22,1.39,-1.04,-2.37,1.23,0.46,0.29,-0.34,-0.13,-1.65,rabbit
0.88,0.61,0.36,0.78,0.04,0.37,0.55,0.07,0.36,0.26,dog
-1.44,0.28,-0.56,0.21,-1.21,-1.68,0.55,0.13,0.23,-1.48,cat
-0.52,0.2,-0.33,-0.22,0.06,0.07,0.77,-0.8,-2.7,0.29,cat
-1.0,-0.66,0.64,2.26,-0.9,-1.52,0.02,-0.5,1.98,0.39,rabbit
0.6,0.41,0.6,0.16,-0.85,0.23,0.28,0.48,1.26,-0.17,dog
1.68,-0.86,1.74,-0.06,-0.41,1.49,-1.44,0.65,0.06,0.97,rabbit
-0.65,0.9,2.53,-0.25,0.04,-0.23,1.33,-0.29,0.68,-0.32,cat
-0.17,0.19,-0.25,-0.14,-0.66,0.26,0.01,-1.48,-0.24,-0.86,dog
-1.05,0.6,0.63,-0.04,0.63,1.09,-0.44,0.75,-0.36,0.53,dog
-1.0,-0.36,0.46,1.1,-1.14,-0.88,0.54,-0.08,0.26,-2.68,rabbit
-1.25,0.08,-1.39,-1.64,1.08,1.46,-3.26,1.85,-0.07,0.04,rabbit
0.96,1.24,-0.13,0.14,-0.57,-0.78,-0.58,0.12,-0.91,1.35,dog
-0.46,-0.26,-0.38,-0.84,-0.28,-1.6,1.17,2.17,1.51,0.6,rabbit
0.25,-0.35,0.91,1.85,0.11,0.52,0.24,0.18,-0.04,1.85,cat
-0.52,1.05,-0.64,-0.14,0.56,-0.77,1.26,0.26,1.58,0.01,dog
-0.8,-0.89,1.56,0.07,-0.69,1.5,-0.2,1.73,0.88,-0.02,cat
0.92,0.02,1.48,0.37,1.3,0.33,-0.08,0.13,1.74,0.3,cat
0.04,-0.85,-0.05,0.26,0.83,-0.73,-0.01,0.33,1.05,-1.25,dog
0.19,-0.0,-0.05,0.34,-2.16,1.91,-0.3,-1.43,0.11,-1.27,rabbit
-2.05,0.48,1.56,2.37,1.56,-0.87,1.18,1.12,-1.99,0.86,rabbit
0.47,0.6,0.03,0.53,0.17,1.24,0.37,1.45,1.07,0.36,dog
-1.58,2.14,-0.23,0.32,-0.02,-1.28,-2.54,0.45,0.22,-1.58,rabbit
-2.29,-1.47,-0.4,1.42,-0.95,0.49,0.54,0.94,-0.58,1.2,rabbit
-1.4,1.57,-0.19,0.54,-0.97,-1.57,-1.38,-0.79,-0.14,0.52,cat
-0.16,-0.32,-1.67,0.85,-0.62,-0.68,-0.86,0.98,1.9,0.36,cat
-0.9,0.13,-1.78,-1.26,-1.67,-0.37,-1.73,1.19,-2.03,1.01,rabbit
-0.53,0.9,-0.02,1.64,-1.86,1.43,-1.42,-0.71,-0.07,-0.59,rabbit
-1.52,0.25,0.4,-0.3,-2.06,-0.89,2.27,0.71,-1.21,-0.4,rabbit
2.32,0.67,-0.66,0.65,1.13,-0.57,-2.24,1.13,0.07,0.51,rabbit
0.11,-0.72,0.94,0.07,1.06,-0.61,1.35,-0.73,0.88,1.09,dog
-0.04,1.9,-1.42,1.29,-0.7,-0.41,-0.99,-0.95,-1.32,0.22,rabbit
2.58,0.12,0.44,1.43,-1.72,-1.15,0.03,1.05,0.4,1.13,rabbit
-1.42,-1.74,0.71,-0.21,-0.3,-3.28,2.38,0.72,0.19,0.96,rabbit
-0.54,0.07,-1.9,-2.59,1.72,-0.52,-1.41,1.64,-0.11,-0.29,rabbit
-1.63,0.18,-0.67,0.82,0.7,-1.05,1.05,1.39,0.39,0.61,cat
1.39,-0.36,2.2,1.47,0.41,0.39,-1.31,-0.67,1.79,0.57,rabbit
-1.98,1.86,-0.13,-1.23,0.78,1.61,0.33,-0.04,-1.89,-1.65,rabbit
0.98,1.21,-0.08,1.29,0.74,0.85,1.14,0.03,-0.62,-0.44,dog
0.78,-0.42,-0.26,1.16,-1.38,-0.87,-0.13,0.78,0.25,-1.16,dog
-0.69,0.04,-0.63,-0.47,0.73,-0.21,0.01,-0.77,0.18,0.17,dog
0.3,0.62,0.1,0.62,-0.61,0.04,2.01,0.23,1.56,2.35,rabbit
0.74,-0.94,-0.35,0.44,0.35,-0.44,0.26,1.25,0.21,0.28,dog
1.0,0.34,-0.62,-0.17,0.69,0.48,-2.72,1.7,-0.29,-0.63,rabbit
0.91,0.15,-0.15,1.01,0.54,-1.2,1.41,1.0,0.1,0.15,dog
1.09,-0.19,-1.0,0.58,0.62,0.12,0.52,0.01,-1.41,-0.9,dog
-0.49,1.48,-0.89,-0.58,-0.42,-0.82,0.07,0.04,0.03,0.34,dog
-0.59,1.49,1.01,-0.04,0.65,-0.59,2.05,-0.59,-0.38,-0.37,cat
-1.31,-0.24,-0.01,0.67,0.1,0.32,0.51,-0.02,0.36,-0.98,dog
0.15,0.08,0.7,0.78,2.19,-0.26,-0.06,0.71,-0.46,-1.03,cat
-0.54,-0.06,0.89,1.84,0.58,1.6,0.57,-0.78,1.08,2.24,rabbit
-1.39,-2.53,0.33,0.84,-1.56,-0.48,1.08,-1.27,-0.41,1.29,rabbit
0.66,1.1,-0.59,0.62,2.04,0.44,1.07,0.4,0.86,0.09,cat
-0.82,-1.7,-0.18,-1.18,1.17,-0.89,0.95,-0.29,0.41,0.62,cat
-0.29,-0.89,0.52,-0.79,0.37,-0.58,-0.01,-0.58,1.63,0.9,dog
0.53,-1.04,-0.49,0.17,-1.48,-2.17,1.29,-0.99,1.74,-1.35,rabbit
1.68,0.2,-0.53,-2.07,0.53,-0.45,-0.35,-0.11,-0.86,0.47,cat
-2.02,1.44,-1.17,-0.98,1.04,-1.16,0.53,1.43,-0.65,-0.59,rabbit
0.29,-1.65,-0.28,-0.53,0.25,-0.13,-0.07,-0.31,-0.4,0.7,dog
0.35,-0.28,0.11,-2.48,1.81,-0.39,-0.97,0.12,0.76,-0.27,rabbit
-1.19,-0.55,0.62,-1.84,-0.67,-0.61,-0.43,-0.01,-0.49,-0.65,dog
-0.57,-0.43,-0.84,-1.26,-0.12,-1.07,-0.94,-0.94,-0.99,-0.59,dog
0.93,0.15,-0.45,0.05,1.19,-0.79,0.37,0.5,-0.89,1.17,dog
-0.9,2.26,0.95,0.58,0.83,-0.53,-1.03,1.05,-2.99,0.59,rabbit
-1.07,0.5,-0.95,-0.52,-1.46,-0.52,0.35,-0.07,-1.35,1.47,cat
-1.91,-0.15,0.94,0.85,-2.48,-0.56,-1.82,2.14,0.26,0.86,rabbit
-1.08,-0.83,1.18,1.99,-0.14,1.78,-2.04,-0.42,-0.5,-0.1,rabbit
-0.86,-0.52,1.66,0.86,0.75,1.07,0.43,-0.32,-0.87,0.27,dog
0.03,-0.44,-0.12,-1.09,-1.12,-1.96,-0.68,0.48,0.4,2.72,rabbit
-0.5,0.09,0.03,0.86,0.41,0.33,-1.3,1.04,2.05,-0.8,cat
-0.36,-0.39,0.93,-0.28,1.67,-0.38,-0.62,-0.56,-0.28,-1.13,dog
0.4,-1.0,-1.2,2.51,1.92,-1.39,0.45,0.63,0.75,0.14,rabbit
0.43,-1.19,1.96,0.17,-0.97,1.28,1.6,-0.26,-0.48,-0.57,cat
1.48,0.4,0.47,0.78,-0.87,-0.11,-0.3,-0.51,0.46,0.92,dog
0.31,-1.2,-1.56,0.68,0.39,-0.32,1.07,-0.38,-0.48,-0.53,dog
-1.37,0.19,0.94,-1.85,-0.87,2.68,0.75,-0.03,-0.45,0.15,rabbit
-1.13,-1.41,0.1,-0.74,-0.51,-0.8,-1.07,-0.89,0.03,-2.36,rabbit
-0.47,0.77,-0.97,-1.59,0.03,-1.21,3.56,-0.05,-1.77,1.06,rabbit
1.12,-0.91,0.03,0.68,0.16,-1.24,1.02,-0.41,0.89,2.4,rabbit
1.84,-1.12,-0.44,0.13,0.21,0.99,1.3,-1.01,-0.28,1.12,cat
-0.65,0.53,-1.53,-0.05,0.33,-0.03,-0.64,-0.4,-1.64,-2.33,rabbit
-0.62,0.64,-1.16,0.29,-0.68,1.68,-1.9,-0.32,-0.09,1.09,cat
0.28,2.23,-1.01,0.22,-1.08,-0.22,-0.54,-0.83,-0.8,1.12,cat
-1.56,-0.33,2.4,-0.12,0.36,-0.28,0.87,-0.99,0.1,0.26,cat
0.37,1.17,0.42,-0.47,0.91,-1.82,-0.72,0.52,1.27,1.48,cat
-0.72,-0.15,0.69,1.33,0.96,0.53,-1.59,0.7,-0.89,1.82,cat
0.19,1.22,-0.3,0.25,0.93,0.08,-0.42,1.45,0.34,-0.13,dog
0.02,0.03,-1.79,1.06,-0.62,0.1,0.48,0.32,-0.23,-1.21,dog
0.43,-0.09,-0.26,0.65,0.57,1.92,0.12,0.72,1.2,-0.76,dog
0.38,1.23,-2.18,0.1,-0.21,0.02,0.17,1.03,0.56,-0.05,cat
0.7,-0.69,-0.53,-0.33,0.18,-0.31,-0.71,0.09,0.35,0.23,dog
1.28,-0.45,-0.51,0.42,-1.11,-1.3,0.96,-1.96,0.11,-0.32,cat
-0.95,0.84,0.25,0.8,0.77,0.08,0.34,0.55,0.64,-1.48,dog
0.74,-1.75,0.8,-0.12,-0.48,2.47,0.55,-1.54,-0.7,0.41,rabbit
0.63,0.16,0.29,0.06,1.63,-0.4,-0.2,0.01,0.28,-1.76,dog
0.44,1.21,-1.21,-0.34,-0.36,-2.48,-0.48,-0.57,-1.39,-0.87,rabbit
-0.96,0.68,-0.41,-0.65,-0.2,-0.91,-0.55,1.81,0.37,0.13,dog
-0.75,-0.36,0.23,1.48,-0.72,-0.71,-0.87,-1.09,-1.53,-0.85,cat
0.05,-0.02,0.62,-0.72,0.1,-0.3,2.27,-0.52,1.4,0.56,cat
0.2,-0.57,-1.41,0.26,-0.93,-2.54,0.03,-0.27,1.77,-0.52,rabbit
1.78,-0.52,-0.48,1.83,-0.02,0.26,0.03,-0.23,-1.49,1.95,rabbit
-1.41,1.1,-2.15,-0.91,1.12,0.98,-0.14,2.33,-0.9,0.45,rabbit
-0.67,-0.05,-0.65,-2.15,-0.62,0.25,1.06,-0.94,1.0,-1.51,cat
0.96,1.73,-0.32,0.95,-0.6,-0.48,0.46,-0.32,-0.9,0.81,dog
-1.03,-0.19,1.9,0.68,-2.32,0.73,-0.95,0.1,-1.53,-2.35,rabbit
0.32,1.11,0.11,-0.4,0.73,0.77,1.2,-1.12,0.35,1.14,dog
-0.81,0.2,0.11,0.99,-0.59,-1.21,-1.03,0.35,-0.46,-0.59,dog
1.71,-1.56,0.59,0.36,1.35,-0.98,-1.07,-0.7,-0.84,-0.3,cat
-0.27,0.96,1.31,0.71,0.37,0.07,1.09,1.38,-0.42,0.33,dog
-2.22,-1.23,1.83,-1.33,0.61,-0.32,-0.64,1.74,-0.5,-3.22,rabbit
-0.42,-0.36,1.04,-0.45,-1.4,1.32,-0.88,-1.5,0.05,0.93,cat
-0.72,-0.37,0.38,1.45,0.11,0.85,-0.08,0.27,-0.07,2.59,cat
-0.47,-0.1,-1.05,-0.82,1.52,-0.62,0.26,-1.9,-0.67,-0.79,cat
-1.48,0.13,0.2,0.89,0.01,-2.09,-0.39,-1.41,0.08,-0.41,cat
-0.55,0.98,-0.19,-2.15,-0.12,0.03,-1.56,-0.01,0.74,0.03,cat
-0.04,-1.49,0.18,0.45,-0.78,0.43,1.36,-0.73,0.56,0.64,dog
0.36,0.65,-0.73,0.1,0.59,0.55,0.32,1.59,-0.96,2.0,cat
0.34,0.42,1.36,1.01,0.72,1.18,-0.97,1.35,0.91,-0.48,cat
0.65,-0.0,0.13,-1.18,-0.07,-0.05,1.26,0.06,-0.13,0.05,dog
0.24,-2.14,0.51,0.21,-0.0,0.8,0.41,-1.06,0.5,0.55,dog
-0.86,-0.44,1.65,1.46,-2.03,0.0,-1.09,0.54,1.81,-0.52,rabbit
1.05,-0.12,-1.38,2.29,-0.66,0.62,0.42,2.84,-0.94,0.7,rabbit
-0.02,-0.71,-0.31,0.46,0.81,-0.36,1.19,-0.17,0.12,-1.6,dog
0.83,-0.03,0.23,0.45,0.65,-1.32,-0.33,0.12,-2.22,-2.24,rabbit
-1.09,-1.59,-0.36,0.67,1.04,0.1,0.42,0.56,-0.31,0.67,dog
-0.6,0.52,-0.55,-0.42,1.37,-0.69,1.33,0.17,0.66,0.29,dog
-0.3,-0.96,-0.81,-0.57,0.58,-0.9,-0.16,0.28,-1.16,1.11,dog
0.32,0.54,0.6,-0.58,0.59,0.59,0.96,-1.56,-0.83,0.33,dog
0.39,0.71,0.01,-1.72,-0.26,-0.18,-0.68,2.61,-0.34,-1.59,rabbit
-0.79,0.25,-0.46,-1.55,-0.34,-0.57,-1.55,1.42,-0.08,-0.33,cat
-0.07,-1.83,1.44,-0.58,-0.82,0.84,-0.99,0.68,-0.87,0.46,cat
1.37,-1.61,-0.2,0.46,-0.82,-1.57,2.32,2.28,-1.36,-0.91,rabbit
-1.39,-1.21,0.48,-0.75,0.47,0.31,-0.88,1.03,-2.39,-1.81,rabbit
-0.52,0.76,-0.99,0.35,0.41,-0.01,0.05,-1.48,1.31,1.01,dog
0.56,-0.52,1.29,-0.84,1.28,-0.55,0.85,0.07,0.05,-0.93,dog
-0.61,-1.75,1.95,-0.15,1.2,-1.12,0.09,-0.54,-0.39,-0.61,cat
-0.02,-0.78,1.27,1.97,-1.86,1.24,1.63,0.34,-1.2,0.86,rabbit
-0.5,-0.78,1.53,0.14,-0.08,0.19,-0.47,-1.22,0.06,-0.09,dog
-0.82,-2.19,-0.19,0.14,0.35,0.45,0.66,-0.1,-1.51,0.21,cat
0.31,-2.01,0.05,-1.19,-0.22,0.51,0.44,-1.17,-0.15,0.8,cat
1.14,0.44,0.84,-2.06,0.46,0.58,-0.67,-0.03,1.19,0.99,cat
-0.37,0.62,-0.13,0.73,1.2,-1.11,0.25,-1.42,2.64,-0.16,rabbit
0.69,-0.72,0.03,0.34,-2.01,0.71,-0.0,1.89,2.5,-1.53,rabbit
1.35,-1.81,-0.83,1.18,1.43,0.13,0.11,0.9,-0.87,2.6,rabbit
-0.4,-0.7,1.59,-0.77,-0.16,0.89,-0.72,0.43,-0.12,-0.92,dog
-0.41,0.4,0.7,0.89,-0.87,-0.49,0.3,1.0,1.41,-0.6,dog
-0.17,-1.66,-0.55,0.51,0.15,-0.37,-1.12,-0.43,0.94,-0.92,dog
-2.98,-1.68,1.17,1.64,0.26,-0.56,-0.42,0.78,0.98,1.59,rabbit
-0.11,-2.79,-0.46,-0.98,0.69,-0.48,-0.33,1.35,-1.05,0.32,rabbit
0.99,1.3,-0.9,0.25,-1.96,-0.24,0.63,-0.05,-0.99,1.17,cat
-0.7,-1.53,0.58,-1.53,-0.41,1.08,-0.3,1.41,2.65,0.0,rabbit
0.11,-0.83,0.96,3.3,-1.07,0.1,-0.88,-0.98,-1.2,-0.19,rabbit
0.1,1.07,0.68,0.73,1.05,0.63,0.76,0.4,-0.98,0.53,dog
-2.18,0.6,0.48,0.11,-1.54,-1.55,0.59,1.18,1.59,-0.9,rabbit
1.82,0.33,-0.47,-1.73,1.1,0.84,-1.45,0.38,-0.27,0.78,rabbit
1.81,-1.79,-0.71,-0.42,0.32,1.73,-0.43,-1.13,-0.63,0.24,rabbit
0.49,-0.0,0.12,-0.22,0.21,0.59,-0.08,0.76,-1.2,-0.16,dog
0.12,0.44,-0.63,0.77,1.86,2.0,0.14,-0.45,1.41,0.0,cat
-0.37,-0.1,0.63,-0.47,-1.4,-0.12,-1.0,0.85,-0.21,-1.02,dog
0.07,1.27,-0.53,0.36,-0.28,-0.76,-0.94,-0.42,-1.5,-0.82,dog
-0.57,-1.06,0.13,-0.56,2.39,0.25,1.15,-0.22,-0.33,-0.03,cat
0.61,-0.59,-1.26,-0.73,1.07,0.66,0.15,-0.55,0.8,2.03,cat
0.04,0.25,-2.5,-0.02,-0.39,0.87,-0.54,0.32,0.78,0.91,cat
0.49,-0.63,0.03,-0.68,-1.14,0.05,-0.73,-0.37,0.95,0.93,dog
1.63,0.86,-0.88,-0.02,-0.23,-1.56,0.93,0.95,0.93,-0.46,cat
-1.41,-0.17,0.22,0.89,0.98,0.6,1.12,0.28,-1.3,-0.12,dog
0.03,-0.05,-0.27,-0.92,-0.35,0.16,0.02,0.01,-0.84,-0.87,dog
0.42,-0.57,0.22,1.45,-0.53,-0.68,1.22,-0.73,0.3,-0.32,dog
-1.28,0.67,1.53,-1.09,-0.89,1.2,-0.6,-0.84,-0.21,-0.24,cat
-0.19,0.24,0.92,1.92,0.64,2.14,-0.27,-1.53,0.23,2.08,rabbit
0.26,0.26,-0.03,-1.05,-0.35,0.27,-0.16,2.11,0.26,-0.21,dog
1.26,0.97,0.08,-0.09,-1.42,0.08,-1.5,0.72,0.4,-0.68,cat
1.22,1.36,0.03,-1.3,-0.14,-1.31,-0.41,0.48,0.34,-1.46,cat
0.33,0.43,-0.54,-0.67,0.16,0.44,-0.75,-0.53,-0.73,0.95,dog
-0.46,0.64,0.37,1.85,0.14,0.51,0.37,-0.15,-0.18,1.1,dog
-0.85,-0.77,-2.07,0.84,-0.57,-1.18,-0.6,1.29,0.87,1.99,rabbit
-0.27,0.51,0.86,2.26,-1.03,-0.01,0.7,0.81,1.86,-0.81,rabbit
0.91,1.4,0.43,1.18,-0.42,-0.53,0.85,1.73,0.15,-0.79,cat
-1.93,1.69,-0.68,0.87,-0.64,-1.56,1.47,-0.62,0.42,0.86,rabbit
-0.4,0.2,-1.05,-0.47,-0.78,0.83,-1.77,1.43,-0.92,0.73,cat
1.22,-2.09,2.1,0.39,1.99,-0.04,-1.03,-0.68,0.12,0.88,rabbit
-0.88,-1.09,1.14,-0.23,1.51,-1.1,0.52,0.3,2.05,-1.92,rabbit
0.93,-1.24,2.08,-2.16,0.79,-1.04,0.66,-0.71,-1.06,-0.46,rabbit
-0.92,1.13,-1.13,-0.72,0.62,1.44,0.27,-0.5,1.11,0.69,cat
1.33,0.6,-1.56,-0.19,1.7,-0.38,0.64,0.1,0.98,-0.41,cat
-0.77,-1.66,-0.81,0.06,-0.48,0.37,-0.23,-0.17,-1.49,-0.48,dog
-0.6,-0.31,0.51,1.71,0.03,1.45,0.66,0.99,-0.47,1.38,cat
-1.83,1.64,1.71,0.56,0.96,0.22,-0.09,-0.92,0.6,-1.17,rabbit
0.1,0.53,-0.31,-1.35,-1.3,0.07,-0.2,-0.65,0.32,-0.89,dog
0.29,-0.39,0.6,-0.1,3.39,1.3,1.41,-0.23,0.45,-0.6,rabbit
0.13,-0.74,0.64,0.8,0.38,-0.85,0.1,-0.68,-0.6,-1.47,dog
-0.35,0.4,0.62,-0.67,-1.65,0.47,2.03,-0.24,0.95,0.54,cat
-1.02,-0.71,0.14,-1.57,0.93,1.58,-0.31,1.24,1.05,0.23,cat
-0.92,-0.13,0.51,-0.27,-1.22,0.56,-0.98,-0.45,-0.83,-0.11,dog
0.6,-1.5,-0.05,-1.31,-0.92,-1.02,-0.1,0.3,-0.46,1.0,dog
-1.28,0.65,0.34,-0.88,1.17,0.43,1.03,-0.39,1.56,0.22,cat
0.04,0.8,1.63,-0.39,-1.05,0.07,-0.49,1.43,0.49,0.38,dog
-0.16,-0.07,0.26,-0.0,2.22,-0.4,1.1,0.69,0.72,-0.32,dog
1.58,0.68,-0.07,-0.08,-1.51,0.51,0.5,-0.23,-1.06,1.41,cat
-0.35,0.89,0.42,-1.29,0.23,0.77,0.53,0.5,-0.47,-0.44,dog
0.27,0.57,0.71,1.02,1.6,-1.3,0.03,0.77,-0.55,-0.91,cat
-0.75,0.0,-0.91,-0.84,-0.37,0.14,-0.08,0.29,0.39,0.74,dog
0.47,0.66,-0.36,0.88,1.69,-0.38,-0.92,0.4,-0.07,0.21,dog
0.39,-1.82,1.17,-0.04,0.89,0.19,0.8,-0.1,0.74,-1.51,cat
-0.01,-0.5,-1.86,-0.28,0.19,1.25,0.99,0.12,-0.39,-0.21,dog
-0.46,-0.6,-0.68,-0.55,0.36,0.22,-0.85,0.32,1.07,2.35,cat
0.73,0.44,-0.33,0.83,-0.61,-1.19,-1.45,-1.28,-0.64,2.12,rabbit
0.23,-0.91,0.02,0.76,-0.25,0.81,-1.3,1.79,-0.28,-1.93,cat
-0.37,1.27,0.06,0.2,0.38,-1.41,-0.02,0.52,-0.4,-1.79,dog
-0.47,-0.46,-0.6,0.31,-0.88,-0.01,-0.68,0.11,-0.55,-0.03,dog
0.72,0.24,0.78,0.84,1.19,-0.05,-0.35,0.4,0.05,-0.86,dog
1.61,-1.6,-0.16,-0.41,-0.12,-1.58,-0.49,0.22,-0.07,-0.04,cat
0.22,0.08,1.18,0.65,0.63,-0.16,-1.66,-1.3,-0.17,0.29,dog
2.73,-1.37,1.77,0.41,0.62,0.01,0.07,-0.3,0.94,-0.01,rabbit
1.27,-1.16,-0.2,0.46,0.88,-1.18,2.37,0.78,0.04,-0.27,rabbit
0.15,0.57,-0.04,0.11,-0.15,0.92,-0.44,0.19,0.39,0.73,dog
1.32,-1.0,1.08,-0.2,-0.55,-0.9,-2.67,-2.07,1.23,0.07,rabbit
-2.44,0.88,-1.76,0.28,1.67,-0.76,-2.71,1.53,-0.14,-0.72,rabbit
0.05,2.09,-0.32,0.29,-0.48,-1.92,-1.61,-0.87,0.19,-0.52,rabbit
-0.94,0.26,-0.34,-0.35,0.59,-0.05,-0.05,-1.12,0.43,1.02,dog
-0.63,0.24,-0.1,-0.96,-0.1,-0.21,-0.32,0.13,2.31,-1.34,cat
-0.36,-0.35,0.59,0.97,-0.55,-0.06,0.89,0.52,-1.07,2.02,cat
1.22,1.05,0.91,-0.54,0.33,-0.12,-1.12,-0.41,1.31,0.07,dog
-0.14,-0.8,0.28,-0.83,0.62,0.96,-0.71,1.19,-0.24,1.16,dog
0.11,-0.63,-0.38,-1.53,0.31,0.77,-0.15,0.16,-0.16,0.03,dog
0.07,-1.13,-0.03,0.38,-1.66,-1.63,0.31,1.23,-0.15,-1.01,cat
-0.84,-0.35,0.9,0.14,-0.73,0.26,-1.05,-1.37,0.11,-2.45,cat
0.5,-1.42,-1.0,0.74,-0.7,-2.87,0.15,0.69,0.38,-0.58,rabbit
0.39,-0.11,-0.19,-0.81,-0.87,-2.14,1.06,-0.94,1.35,1.28,rabbit
-1.31,0.17,-0.04,-0.39,-0.1,-0.65,-0.9,-0.63,-1.36,-0.37,dog
0.53,-1.83,-1.06,-0.64,-0.74,0.68,-0.57,-0.17,0.41,0.34,dog
0.52,0.06,0.72,-1.55,1.64,-1.33,0.9,-0.56,0.51,-0.12,cat
-1.4,-1.58,-1.0,1.32,-0.15,0.92,0.02,1.22,-1.65,-0.51,rabbit
-1.32,0.6,-0.35,0.24,-0.89,0.12,-1.54,0.5,1.32,0.91,cat
1.48,-1.52,-0.09,-0.55,-0.12,-1.14,0.82,0.59,1.99,-0.64,rabbit
1.75,-0.46,2.1,0.93,3.83,1.04,-1.32,-0.98,1.28,0.2,rabbit
1.16,1.5,1.84,-1.01,-0.38,0.75,0.94,-0.43,0.81,0.06,cat
-1.52,0.03,0.75,0.08,-0.86,-0.05,1.53,1.37,-0.73,1.26,cat
